emp_no,salary,from_date,to_date
10465,51571,1997-10-10,1998-05-30
10466,58935,1999-04-24,2000-04-23
10466,61770,2000-04-24,2001-04-23
10466,63858,2001-04-24,2002-04-23
10466,65046,2002-04-24,2003-04-23
10466,67220,2003-04-24,2004-04-23
10466,68665,2004-04-24,2005-04-23
10466,70289,2005-04-24,2006-04-23
10466,74458,2006-04-24,2007-04-23
10466,77753,2007-04-24,2008-04-23
10466,81638,2008-04-24,2009-04-23
10466,84931,2009-04-24,2010-04-23
10466,88216,2010-04-24,9999-01-01
10467,66814,2011-01-12,2012-01-11
10467,69545,2012-01-12,2013-01-11
10467,71716,2013-01-12,2014-01-11
10467,72938,2014-01-12,2015-01-11
10467,75975,2015-01-12,2016-01-11
10467,77151,2016-01-12,2017-01-11
10467,78851,2017-01-12,2018-01-11
10467,81314,2018-01-12,2019-01-11
10467,84219,2019-01-12,2020-01-11
10467,86200,2020-01-12,2021-01-11
10467,89200,2021-01-12,2022-01-11
10467,93615,2022-01-12,9999-01-01
10468,81113,1998-06-02,1999-06-01
10468,85658,1999-06-02,2000-06-01
10468,89597,2000-06-02,2001-06-01
10468,91025,2001-06-02,2002-06-01
10468,96279,2002-06-02,2003-06-01
10468,101092,2003-06-02,2004-06-01
10468,104786,2004-06-02,2005-06-01
10468,106771,2005-06-02,2006-06-01
10468,111496,2006-06-02,2007-06-01
10468,113955,2007-06-02,2008-06-01
10468,116474,2008-06-02,2009-06-01
10468,123089,2009-06-02,9999-01-01
10469,59708,1996-01-13,1997-01-12
10469,63087,1997-01-13,1998-01-12
10469,66304,1998-01-13,1999-01-12
10469,69152,1999-01-13,2000-01-12
10469,71604,2000-01-13,2001-01-12
10469,73943,2001-01-13,2002-01-12
10469,75114,2002-01-13,2003-01-12
10469,76821,2003-01-13,2004-01-12
10469,79845,2004-01-13,2005-01-12
10469,81814,2005-01-13,2006-01-12
10469,86568,2006-01-13,2007-01-12
10469,88867,2007-01-13,9999-01-01
10470,59565,1998-03-01,1999-02-28
10470,60541,1999-03-01,2000-02-29
10470,63780,2000-03-01,2001-02-28
10470,67594,2001-03-01,2002-02-28
10470,69913,2002-03-01,2003-02-28
10470,72325,2003-03-01,2004-02-29
10470,73658,2004-03-01,2005-02-28
10470,76763,2005-03-01,2006-02-28
10470,81045,2006-03-01,2007-02-28
10470,83823,2007-03-01,2008-02-29
10470,88491,2008-03-01,2009-02-28
10470,91977,2009-03-01,9999-01-01
10471,71883,1993-04-12,1994-04-11
10471,74903,1994-04-12,1995-04-11
10471,78373,1995-04-12,1996-04-11
10471,81330,1996-04-12,1997-04-11
10471,84832,1997-04-12,1998-04-11
10471,88238,1998-04-12,1999-04-11
10471,93192,1999-04-12,2000-04-11
10471,97257,2000-04-12,2001-04-11
10471,101245,2001-04-12,2002-04-11
10471,105644,2002-04-12,2003-04-11
10471,109467,2003-04-12,2004-04-11
10471,113675,2004-04-12,2005-04-11
10472,54127,1994-02-27,1995-02-26
10472,56886,1995-02-27,1995-08-25
10473,83951,2005-02-09,2006-02-08
10473,85755,2006-02-09,2007-02-08
10473,89926,2007-02-09,2008-02-08
10473,94468,2008-02-09,2009-02-08
10473,99035,2009-02-09,2010-02-08
10473,100733,2010-02-09,2011-02-08
10473,105565,2011-02-09,2012-02-08
10473,107758,2012-02-09,2013-02-08
10473,113473,2013-02-09,2014-02-08
10473,117532,2014-02-09,2015-02-08
10473,121385,2015-02-09,2016-02-08
10473,127967,2016-02-09,2017-02-06
10474,65831,1994-04-03,1995-04-02
10474,66981,1995-04-03,1996-04-02
10474,70937,1996-04-03,1997-04-02
10474,73812,1997-04-03,1998-04-02
10474,77666,1998-04-03,1999-04-02
10474,82146,1999-04-03,2000-04-02
10474,86255,2000-04-03,2001-04-02
10474,89926,2001-04-03,2002-04-02
10474,94906,2002-04-03,2003-04-02
10474,97542,2003-04-03,2004-04-02
10474,102404,2004-04-03,2005-04-02
10474,104317,2005-04-03,9999-01-01
10475,64744,1996-12-07,1997-12-06
10475,65980,1997-12-07,1998-12-06
10475,69171,1998-12-07,1999-12-06
10475,70986,1999-12-07,2000-12-06
10475,75017,2000-12-07,2001-12-06
10475,78100,2001-12-07,2002-12-06
10475,82702,2002-12-07,2003-12-06
10475,85109,2003-12-07,2004-12-06
10475,86732,2004-12-07,2005-12-06
10475,88981,2005-12-07,2006-12-06
10475,93632,2006-12-07,2007-12-06
10475,95680,2007-12-07,9999-01-01
10476,76614,1999-11-12,2000-11-11
10476,80002,2000-11-12,2001-11-11
10476,83465,2001-11-12,2002-11-11
10476,87263,2002-11-12,2003-11-11
10476,88885,2003-11-12,2004-11-11
10476,92488,2004-11-12,2005-11-11
10476,95576,2005-11-12,2006-11-11
10476,97393,2006-11-12,2007-11-11
10476,101734,2007-11-12,2008-05-02
10477,62842,2013-06-26,2014-06-25
10477,65451,2014-06-26,2015-06-25
10477,68916,2015-06-26,2016-06-25
10477,70242,2016-06-26,2017-06-25
10477,73951,2017-06-26,2018-06-25
10477,75693,2018-06-26,2019-06-25
10477,77235,2019-06-26,2020-06-25
10477,80355,2020-06-26,2021-06-25
10477,83968,2021-06-26,2022-06-25
10477,88223,2022-06-26,2023-06-25
10477,90496,2023-06-26,9999-01-01
10478,70506,2009-05-30,2010-05-29
10478,72505,2010-05-30,2011-05-29
10478,75621,2011-05-30,2012-05-29
10478,80110,2012-05-30,2013-05-29
10478,82151,2013-05-30,2014-05-29
10478,86142,2014-05-30,2015-05-29
10478,90115,2015-05-30,2016-05-29
10478,94744,2016-05-30,2017-05-29
10478,99557,2017-05-30,2018-05-29
10478,104374,2018-05-30,2019-05-29
10478,109388,2019-05-30,2020-05-29
10478,111131,2020-05-30,9999-01-01
10479,71785,1995-11-20,1996-11-19
10479,74611,1996-11-20,1997-11-19
10479,76591,1997-11-20,1998-11-19
10479,79994,1998-11-20,1999-11-19
10479,83793,1999-11-20,2000-11-19
10479,85251,2000-11-20,2001-11-19
10479,87948,2001-11-20,2002-11-19
10479,93053,2002-11-20,2003-11-19
10479,97409,2003-11-20,2004-11-19
10479,102647,2004-11-20,2005-11-19
10479,107007,2005-11-20,2006-11-19
10479,109314,2006-11-20,9999-01-01
10480,63344,2013-08-18,2014-08-17
10480,64719,2014-08-18,2015-08-17
10480,66352,2015-08-18,2016-08-17
10480,68453,2016-08-18,2017-08-17
10480,69793,2017-08-18,2018-08-17
10480,72413,2018-08-18,2019-08-17
10480,73545,2019-08-18,2020-08-17
10480,76297,2020-08-18,2021-08-17
10480,79824,2021-08-18,2022-08-17
10480,81720,2022-08-18,2023-08-17
10480,86564,2023-08-18,9999-01-01
10481,58932,2002-08-30,2003-08-29
10481,60326,2003-08-30,2004-08-29
10481,63916,2004-08-30,2005-08-29
10481,65996,2005-08-30,2006-08-29
10481,69752,2006-08-30,2007-08-29
10481,72405,2007-08-30,2008-08-29
10481,76626,2008-08-30,2009-08-29
10481,80758,2009-08-30,2010-08-29
10481,82152,2010-08-30,2011-08-29
10481,83765,2011-08-30,2012-08-29
10481,88261,2012-08-30,2013-08-29
10481,92710,2013-08-30,9999-01-01
10482,63071,1994-06-23,1995-06-22
10482,66167,1995-06-23,1996-06-22
10482,69543,1996-06-23,1997-06-22
10482,73564,1997-06-23,1998-06-22
10482,77488,1998-06-23,1999-06-22
10482,81903,1999-06-23,2000-06-22
10482,85561,2000-06-23,2001-06-22
10482,87674,2001-06-23,2002-06-22
10482,90737,2002-06-23,2003-06-22
10482,93568,2003-06-23,2004-06-22
10482,95084,2004-06-23,2005-06-22
10482,98305,2005-06-23,9999-01-01
10483,57504,2006-06-24,2007-06-23
10483,60122,2007-06-24,2008-06-23
10483,63285,2008-06-24,2009-06-23
10483,67007,2009-06-24,2010-06-23
10483,70827,2010-06-24,2011-06-23
10483,73794,2011-06-24,2012-06-23
10483,78042,2012-06-24,2013-06-23
10483,80400,2013-06-24,2014-06-23
10483,81719,2014-06-24,2015-06-23
10483,86271,2015-06-24,2016-06-23
10483,90105,2016-06-24,2017-06-23
10483,92240,2017-06-24,9999-01-01
10484,55198,1998-03-25,1999-03-24
10484,58404,1999-03-25,2000-03-24
10484,61635,2000-03-25,2001-03-24
10484,63166,2001-03-25,2002-03-24
10484,64572,2002-03-25,2003-03-24
10484,68261,2003-03-25,2004-03-24
10484,69381,2004-03-25,2005-03-24
10484,72866,2005-03-25,2006-03-24
10484,73976,2006-03-25,2007-03-24
10484,76469,2007-03-25,2008-03-24
10484,81038,2008-03-25,2009-03-24
10484,85210,2009-03-25,9999-01-01
10485,49278,2007-07-07,2008-07-06
10485,51864,2008-07-07,2009-07-06
10485,54612,2009-07-07,2010-07-06
10485,57770,2010-07-07,2011-07-06
10485,61150,2011-07-07,2012-07-06
10485,62983,2012-07-07,2013-07-06
10485,66747,2013-07-07,2014-07-06
10485,70566,2014-07-07,2015-07-06
10485,72901,2015-07-07,2016-07-06
10485,74707,2016-07-07,2017-07-06
10485,77262,2017-07-07,2018-07-06
10485,80801,2018-07-07,9999-01-01
10486,67873,2008-10-20,2009-10-19
10486,69455,2009-10-20,2010-10-19
10486,72128,2010-10-20,2011-10-19
10486,74946,2011-10-20,2012-10-19
10486,79316,2012-10-20,2013-10-19
10486,82810,2013-10-20,2014-10-19
10486,85364,2014-10-20,2015-10-19
10486,88756,2015-10-20,2016-10-19
10486,92633,2016-10-20,2017-10-19
10486,95113,2017-10-20,2018-10-19
10486,99924,2018-10-20,2019-10-19
10486,104688,2019-10-20,9999-01-01
10487,65209,1995-08-02,1996-08-01
10487,68451,1996-08-02,1997-08-01
10487,70579,1997-08-02,1998-08-01
10487,73971,1998-08-02,1999-08-01
10487,77974,1999-08-02,2000-08-01
10487,80370,2000-08-02,2001-08-01
10487,83130,2001-08-02,2002-08-01
10487,86213,2002-08-02,2003-08-01
10487,90765,2003-08-02,2004-08-01
10487,94360,2004-08-02,2005-08-01
10487,99282,2005-08-02,2006-08-01
10487,102663,2006-08-02,9999-01-01
10488,60885,2001-09-27,2002-09-26
10488,63676,2002-09-27,2003-09-26
10488,65420,2003-09-27,2004-09-26
10488,67533,2004-09-27,2005-09-26
10488,69501,2005-09-27,2006-09-26
10488,72403,2006-09-27,2007-09-26
10488,74721,2007-09-27,2008-09-26
10488,77013,2008-09-27,2009-09-26
10488,79038,2009-09-27,2010-09-26
10488,83656,2010-09-27,2011-09-26
10488,88414,2011-09-27,2012-09-26
10488,90418,2012-09-27,9999-01-01
10489,62974,2001-12-21,2002-12-20
10489,65023,2002-12-21,2003-12-20
10489,68761,2003-12-21,2004-12-20
10489,72765,2004-12-21,2005-12-20
10489,76248,2005-12-21,2006-12-20
10489,78447,2006-12-21,2007-05-24
10490,66354,1992-04-04,1993-04-03
10490,68245,1993-04-04,1994-04-03
10490,72049,1994-04-04,1995-04-03
10490,75117,1995-04-04,1996-04-03
10490,76498,1996-04-04,1997-04-03
10490,78035,1997-04-04,1998-04-03
10490,81738,1998-04-04,1999-04-03
10490,83903,1999-04-04,2000-04-03
10490,87281,2000-04-04,2001-04-03
10490,89313,2001-04-04,2002-04-03
10490,90752,2002-04-04,2003-04-03
10490,92636,2003-04-04,9999-01-01
10491,54641,1994-01-01,1994-12-31
10491,56473,1995-01-01,1995-12-31
10491,58022,1996-01-01,1996-12-31
10491,60080,1997-01-01,1997-12-31
10491,62401,1998-01-01,1998-12-31
10491,65505,1999-01-01,1999-12-31
10491,67501,2000-01-01,2000-12-31
10491,70146,2001-01-01,2001-12-31
10491,72963,2002-01-01,2002-12-31
10491,74574,2003-01-01,2003-12-31
10491,77506,2004-01-01,2004-12-31
10491,81096,2005-01-01,9999-01-01
10492,44121,2011-09-23,2012-09-22
10492,44906,2012-09-23,2013-09-22
10492,46462,2013-09-23,2014-09-22
10492,48833,2014-09-23,2015-09-22
10492,49675,2015-09-23,2016-09-22
10492,51191,2016-09-23,2017-09-22
10492,53130,2017-09-23,2018-09-22
10492,56247,2018-09-23,2019-09-22
10492,58578,2019-09-23,2020-09-22
10492,61185,2020-09-23,2021-09-22
10492,63808,2021-09-23,2022-09-22
10492,67248,2022-09-23,9999-01-01
10493,65647,2007-03-23,2008-03-22
10493,68562,2008-03-23,2009-03-22
10493,70029,2009-03-23,2010-03-22
10493,73180,2010-03-23,2011-03-22
10493,76450,2011-03-23,2012-03-22
10493,79617,2012-03-23,2013-03-22
10493,81229,2013-03-23,2014-03-22
10493,83216,2014-03-23,2015-03-22
10493,84805,2015-03-23,2016-03-22
10493,88278,2016-03-23,2017-03-22
10493,91695,2017-03-23,2018-03-22
10493,93216,2018-03-23,9999-01-01
10494,65697,2011-04-20,2012-04-19
10494,67837,2012-04-20,2013-04-19
10494,69148,2013-04-20,2014-04-19
10494,70477,2014-04-20,2015-04-19
10494,73071,2015-04-20,2016-04-19
10494,75772,2016-04-20,2017-04-19
10494,80055,2017-04-20,2018-04-19
10494,84822,2018-04-20,2019-04-19
10494,88715,2019-04-20,2020-04-19
10494,92377,2020-04-20,2021-04-19
10494,94782,2021-04-20,2022-04-19
10494,97166,2022-04-20,9999-01-01
10495,67023,2004-12-13,2005-12-12
10495,69106,2005-12-13,2006-12-12
10495,70531,2006-12-13,2007-12-12
10495,72706,2007-12-13,2008-12-12
10495,76699,2008-12-13,2009-12-12
10495,79358,2009-12-13,2010-12-12
10495,81173,2010-12-13,2011-12-12
10495,82619,2011-12-13,2012-12-12
10495,85080,2012-12-13,2013-12-12
10495,90141,2013-12-13,2014-12-12
10495,95191,2014-12-13,2015-12-12
10495,97798,2015-12-13,9999-01-01
10496,71930,1995-05-24,1996-05-23
10496,74383,1996-05-24,1997-05-23
10496,76277,1997-05-24,1998-05-23
10496,78202,1998-05-24,1999-05-23
10496,79517,1999-05-24,2000-05-23
10496,82799,2000-05-24,2001-05-23
10496,85268,2001-05-24,2002-05-23
10496,89716,2002-05-24,2003-05-23
10496,91338,2003-05-24,2004-05-23
10496,93006,2004-05-24,2005-05-23
10496,95585,2005-05-24,2006-05-23
10496,99484,2006-05-24,9999-01-01
10497,67412,1995-11-23,1996-11-22
10497,71324,1996-11-23,1997-11-22
10497,72793,1997-11-23,1998-11-22
10497,76009,1998-11-23,1999-11-22
10497,79191,1999-11-23,2000-11-22
10497,82362,2000-11-23,2001-11-22
10497,85675,2001-11-23,2002-11-22
10497,88761,2002-11-23,2003-11-22
10497,92503,2003-11-23,2004-11-22
10497,95242,2004-11-23,2005-11-22
10497,98521,2005-11-23,2006-11-22
10497,102356,2006-11-23,9999-01-01
10498,81225,2005-07-02,2006-07-01
10498,82963,2006-07-02,2007-07-01
10498,86521,2007-07-02,2008-07-01
10498,88334,2008-07-02,2009-07-01
10498,90982,2009-07-02,2010-07-01
10498,92475,2010-07-02,2011-07-01
10498,95865,2011-07-02,2012-07-01
10498,99916,2012-07-02,2013-07-01
10498,103165,2013-07-02,2014-07-01
10498,107345,2014-07-02,2015-07-01
10498,112051,2015-07-02,2016-07-01
10498,116416,2016-07-02,9999-01-01
10499,71339,1994-04-22,1995-04-21
10499,75304,1995-04-22,1996-04-21
10499,79046,1996-04-22,1997-04-21
10499,80988,1997-04-22,1998-04-21
10499,83737,1998-04-22,1999-04-21
10499,85477,1999-04-22,2000-04-21
10499,87077,2000-04-22,2001-04-21
10499,89275,2001-04-22,2002-04-21
10499,93852,2002-04-22,2003-04-21
10499,96073,2003-04-22,2004-04-21
10499,101063,2004-04-22,2005-04-21
10499,104530,2005-04-22,9999-01-01
10500,73236,2006-06-20,2007-06-19
10500,75231,2007-06-20,2008-06-19
10500,78416,2008-06-20,2009-06-19
10500,80307,2009-06-20,2010-06-19
10500,84471,2010-06-20,2011-06-19
10500,89232,2011-06-20,2012-06-19
10500,91183,2012-06-20,2013-06-19
10500,94049,2013-06-20,2014-06-19
10500,98691,2014-06-20,2015-06-19
10500,104571,2015-06-20,2016-06-19
10500,110019,2016-06-20,2017-06-19
10500,112618,2017-06-20,2018-06-19
10501,83262,1997-11-27,1998-11-26
10501,84775,1998-11-27,1999-11-26
10501,89346,1999-11-27,2000-11-26
10501,94017,2000-11-27,2001-11-26
10501,96502,2001-11-27,2002-11-26
10501,98042,2002-11-27,2003-11-26
10501,103772,2003-11-27,2004-11-26
10501,108258,2004-11-27,2005-11-26
10501,111498,2005-11-27,2006-11-26
10501,113462,2006-11-27,2007-11-26
10501,118461,2007-11-27,2008-11-26
10501,124812,2008-11-27,9999-01-01
10502,79277,2013-04-12,2014-04-11
10502,82184,2014-04-12,2015-04-11
10502,86423,2015-04-12,2016-04-11
10502,89021,2016-04-12,2017-04-11
10502,92272,2017-04-12,2018-04-11
10502,97115,2018-04-12,2019-04-11
10502,101446,2019-04-12,2020-04-11
10502,106240,2020-04-12,2021-04-11
10502,111662,2021-04-12,2022-04-11
10502,117030,2022-04-12,2023-04-11
10502,121919,2023-04-12,9999-01-01
10503,66403,1998-01-26,1999-01-25
10503,67704,1999-01-26,2000-01-25
10503,69065,2000-01-26,2001-01-25
10503,71382,2001-01-26,2002-01-25
10503,74341,2002-01-26,2003-01-25
10503,76186,2003-01-26,2004-01-25
10503,77898,2004-01-26,2005-01-25
10503,81124,2005-01-26,2006-01-25
10503,85349,2006-01-26,2007-01-25
10503,88769,2007-01-26,2008-01-25
10503,93176,2008-01-26,2009-01-25
10503,97756,2009-01-26,2010-01-25
10504,56648,1998-06-13,1999-06-12
10504,58045,1999-06-13,2000-06-12
10504,61462,2000-06-13,2001-06-12
10504,65122,2001-06-13,2002-06-12
10504,67772,2002-06-13,2003-06-12
10504,69495,2003-06-13,2004-06-12
10504,70724,2004-06-13,2005-06-12
10504,74196,2005-06-13,2006-06-12
10504,75755,2006-06-13,2007-06-12
10504,78457,2007-06-13,2008-06-12
10504,81790,2008-06-13,2009-06-12
10504,83573,2009-06-13,2010-06-12
10505,73578,1998-11-22,1999-11-21
10505,75454,1999-11-22,2000-11-21
10505,79952,2000-11-22,2001-11-21
10505,84455,2001-11-22,2002-11-21
10505,86472,2002-11-22,2003-11-21
10505,89403,2003-11-22,2004-11-21
10505,93938,2004-11-22,2005-11-21
10505,99327,2005-11-22,2006-11-21
10505,103224,2006-11-22,2007-11-21
10505,104802,2007-11-22,2008-11-21
10505,107516,2008-11-22,2009-11-21
10505,110166,2009-11-22,9999-01-01
10506,54380,2001-07-31,2002-07-30
10506,57383,2002-07-31,2003-07-30
10506,59630,2003-07-31,2004-07-30
10506,61897,2004-07-31,2005-07-30
10506,62848,2005-07-31,2006-07-30
10506,65574,2006-07-31,2007-07-30
10506,66824,2007-07-31,2008-07-30
10506,68422,2008-07-31,2009-07-30
10506,69873,2009-07-31,2010-07-30
10506,72815,2010-07-31,2011-07-30
10506,76580,2011-07-31,2012-07-30
10506,77937,2012-07-31,2013-07-30
10507,52035,1991-09-24,1992-09-23
10507,54035,1992-09-24,1993-09-23
10507,56528,1993-09-24,1994-09-23
10507,58188,1994-09-24,1995-09-23
10507,61004,1995-09-24,1996-09-23
10507,62185,1996-09-24,1997-09-23
10507,63726,1997-09-24,1998-09-23
10507,67048,1998-09-24,1999-09-23
10507,69687,1999-09-24,2000-09-23
10507,73583,2000-09-24,2001-09-23
10507,77034,2001-09-24,2002-09-23
10507,79135,2002-09-24,2003-09-23
10508,55756,1990-05-26,1991-05-25
10508,57202,1991-05-26,1992-05-25
10508,60172,1992-05-26,1993-05-25
10508,63522,1993-05-26,1994-05-25
10508,64902,1994-05-26,1995-05-25
10508,68017,1995-05-26,1996-05-25
10508,69919,1996-05-26,1997-05-25
10508,73101,1997-05-26,1998-05-25
10508,77470,1998-05-26,1999-05-25
10508,81093,1999-05-26,2000-05-25
10508,85626,2000-05-26,2001-05-25
10508,89661,2001-05-26,9999-01-01
10509,69803,1990-08-04,1991-08-03
10509,71687,1991-08-04,1992-08-03
10509,73378,1992-08-04,1993-08-03
10509,74632,1993-08-04,1994-08-03
10509,76164,1994-08-04,1995-08-03
10509,80196,1995-08-04,1996-08-03
10509,84889,1996-08-04,1997-08-03
10509,87563,1997-08-04,1998-08-03
10509,91371,1998-08-04,1999-08-03
10509,95657,1999-08-04,2000-08-03
10509,100751,2000-08-04,2001-08-03
10509,106182,2001-08-04,9999-01-01
10510,79185,2009-02-13,2010-02-12
10510,80888,2010-02-13,2011-02-12
10510,85081,2011-02-13,2012-02-12
10510,88108,2012-02-13,2012-03-30
10511,76286,1999-08-15,2000-08-14
10511,79690,2000-08-15,2001-08-14
10511,82298,2001-08-15,2002-08-14
10511,85377,2002-08-15,2003-08-14
10511,88984,2003-08-15,2004-08-14
10511,92240,2004-08-15,2005-08-14
10511,96947,2005-08-15,2006-08-14
10511,102308,2006-08-15,2007-08-14
10511,106126,2007-08-15,2008-08-14
10511,108830,2008-08-15,2009-08-14
10511,112643,2009-08-15,2010-08-14
10511,115208,2010-08-15,9999-01-01
10512,43328,2010-09-26,2011-09-25
10512,45415,2011-09-26,2012-09-25
10512,47193,2012-09-26,2013-09-25
10512,48990,2013-09-26,2014-09-25
10512,49825,2014-09-26,2015-09-25
10512,51684,2015-09-26,2016-09-25
10512,53142,2016-09-26,2017-09-25
10512,56049,2017-09-26,2018-09-25
10512,58868,2018-09-26,2019-09-25
10512,61799,2019-09-26,2020-09-25
10512,63552,2020-09-26,2021-09-25
10512,67162,2021-09-26,9999-01-01
10513,56206,1992-02-05,1993-02-04
10513,58264,1993-02-05,1994-02-04
10513,59148,1994-02-05,1995-02-04
10513,61282,1995-02-05,1996-02-04
10513,63615,1996-02-05,1997-02-04
10513,65686,1997-02-05,1998-02-04
10513,69396,1998-02-05,1999-02-04
10513,70874,1999-02-05,2000-02-04
10513,73615,2000-02-05,2001-02-04
10513,75753,2001-02-05,2002-02-04
10513,77727,2002-02-05,2003-02-04
10513,81250,2003-02-05,9999-01-01
10514,70391,1990-04-25,1991-04-24
10514,72328,1991-04-25,1992-04-24
10514,74493,1992-04-25,1993-04-24
10514,78885,1993-04-25,1994-04-24
10514,81442,1994-04-25,1995-04-24
10514,82682,1995-04-25,1996-04-24
10514,85211,1996-04-25,1997-04-24
10514,88075,1997-04-25,1998-04-24
10514,90292,1998-04-25,1999-04-24
10514,92430,1999-04-25,2000-04-24
10514,96632,2000-04-25,2001-04-24
10514,101446,2001-04-25,9999-01-01
10515,71444,2002-03-29,2003-03-28
10515,75293,2003-03-29,2004-03-28
10515,78073,2004-03-29,2005-03-28
10515,80687,2005-03-29,2006-03-28
10515,85426,2006-03-29,2007-03-28
10515,89534,2007-03-29,2008-03-28
10515,90995,2008-03-29,2009-03-28
10515,93519,2009-03-29,2009-08-20
10516,58053,2014-11-07,2015-11-06
10516,60857,2015-11-07,2016-11-06
10516,64323,2016-11-07,2017-11-06
10516,66529,2017-11-07,2018-11-06
10516,69445,2018-11-07,2019-11-06
10516,71704,2019-11-07,2020-11-06
10516,73441,2020-11-07,2021-11-06
10516,77494,2021-11-07,2022-11-06
10516,81147,2022-11-07,2023-11-06
10516,83944,2023-11-07,9999-01-01
10517,73562,2002-05-06,2003-05-05
10517,76020,2003-05-06,2004-05-05
10517,79447,2004-05-06,2005-05-05
10517,81922,2005-05-06,2006-05-05
10517,83949,2006-05-06,2007-05-05
10517,86784,2007-05-06,2008-05-05
10517,88500,2008-05-06,2009-05-05
10517,93736,2009-05-06,2010-05-05
10517,96405,2010-05-06,2011-05-05
10517,97990,2011-05-06,2012-05-05
10517,101345,2012-05-06,2013-05-05
10517,106164,2013-05-06,9999-01-01
10518,76016,2014-01-08,2015-01-07
10518,77862,2015-01-08,2016-01-07
10518,79915,2016-01-08,2017-01-07
10518,81208,2017-01-08,2018-01-07
10518,82620,2018-01-08,2019-01-07
10518,85619,2019-01-08,2020-01-07
10518,87342,2020-01-08,2021-01-07
10518,90594,2021-01-08,2022-01-07
10518,95200,2022-01-08,2023-01-07
10518,99629,2023-01-08,9999-01-01
10519,75396,2008-03-28,2009-03-27
10519,78191,2009-03-28,2010-03-27
10519,80783,2010-03-28,2011-03-27
10519,84686,2011-03-28,2012-03-27
10519,89359,2012-03-28,2013-03-27
10519,90862,2013-03-28,2014-03-27
10519,95147,2014-03-28,2015-03-27
10519,98783,2015-03-28,2016-03-27
10519,102298,2016-03-28,2017-03-27
10519,108141,2017-03-28,2018-03-27
10519,114197,2018-03-28,2019-03-27
10519,120781,2019-03-28,9999-01-01
10520,71525,2014-01-14,2015-01-13
10520,73495,2015-01-14,2016-01-13
10520,77397,2016-01-14,2017-01-13
10520,78958,2017-01-14,2018-01-13
10520,82603,2018-01-14,2019-01-13
10520,84485,2019-01-14,2020-01-13
10520,88967,2020-01-14,2021-01-13
10520,91908,2021-01-14,2022-01-13
10520,94409,2022-01-14,2023-01-13
10520,97674,2023-01-14,9999-01-01
10521,55491,2007-07-30,2008-07-29
10521,57778,2008-07-30,2009-07-29
10521,60530,2009-07-30,2010-07-29
10521,63752,2010-07-30,2011-07-29
10521,66561,2011-07-30,2012-07-29
10521,67705,2012-07-30,2013-07-29
10521,69532,2013-07-30,2014-07-29
10521,72419,2014-07-30,2015-07-29
10521,73784,2015-07-30,2016-07-29
10521,76464,2016-07-30,2017-07-29
10521,78762,2017-07-30,2018-07-29
10521,80958,2018-07-30,9999-01-01
10522,64104,1994-10-30,1995-10-29
10522,67144,1995-10-30,1996-10-29
10522,70654,1996-10-30,1997-10-29
10522,74423,1997-10-30,1998-10-29
10522,75773,1998-10-30,1999-10-29
10522,78747,1999-10-30,2000-10-29
10522,82949,2000-10-30,2001-10-29
10522,85315,2001-10-30,2002-10-29
10522,88103,2002-10-30,2003-10-29
10522,91477,2003-10-30,2004-10-29
10522,96174,2004-10-30,2005-10-29
10522,97821,2005-10-30,9999-01-01
10523,43340,2009-06-13,2010-06-12
10523,44660,2010-06-13,2011-06-12
10523,46065,2011-06-13,2012-06-12
10523,48037,2012-06-13,2013-06-12
10523,49952,2013-06-13,2014-06-12
10523,52482,2014-06-13,2015-06-12
10523,55299,2015-06-13,2016-06-12
10523,56282,2016-06-13,2017-06-12
10523,58087,2017-06-13,2018-06-12
10523,59115,2018-06-13,2019-06-12
10523,61627,2019-06-13,2020-06-12
10523,64758,2020-06-13,9999-01-01
10524,61723,2004-06-17,2005-06-16
10524,64761,2005-06-17,2006-06-16
10524,67986,2006-06-17,2007-06-16
10524,71771,2007-06-17,2008-06-16
10524,73712,2008-06-17,2009-06-16
10524,75789,2009-06-17,2010-06-16
10524,78391,2010-06-17,2010-06-17
10525,63770,2005-11-19,2006-11-18
10525,64973,2006-11-19,2007-11-18
10525,67967,2007-11-19,2008-11-18
10525,70883,2008-11-19,2009-11-18
10525,74598,2009-11-19,2010-11-18
10525,76384,2010-11-19,2011-11-18
10525,80801,2011-11-19,2012-11-18
10525,83205,2012-11-19,2013-11-18
10525,86737,2013-11-19,2014-11-18
10525,88824,2014-11-19,2015-11-18
10525,92852,2015-11-19,2016-11-18
10525,97558,2016-11-19,9999-01-01
10526,57106,2014-07-09,2015-07-08
10526,60091,2015-07-09,2016-07-08
10526,61451,2016-07-09,2017-07-08
10526,64189,2017-07-09,2018-07-08
10526,65295,2018-07-09,2019-07-08
10526,68804,2019-07-09,2020-07-08
10526,72837,2020-07-09,2021-07-08
10526,75363,2021-07-09,2022-07-08
10526,78769,2022-07-09,2023-07-08
10526,80774,2023-07-09,9999-01-01
10527,66718,2009-07-08,2010-07-07
10527,69515,2010-07-08,2011-07-07
10527,70601,2011-07-08,2012-07-07
10527,74384,2012-07-08,2013-07-07
10527,77190,2013-07-08,2014-07-07
10527,81692,2014-07-08,2015-07-07
10527,85321,2015-07-08,2016-07-07
10527,88931,2016-07-08,2017-07-07
10527,94230,2017-07-08,2018-07-07
10527,97361,2018-07-08,2019-07-07
10527,99293,2019-07-08,2020-07-07
10527,104637,2020-07-08,9999-01-01
10528,71315,2004-11-10,2005-11-09
